1  ,0.488207,0.845167
2  ,0.186799,0.943336
3  ,0.138903,0.957777
4  ,0.116512,0.964064
5  ,0.101755,0.968650
6  ,0.093373,0.971235
7  ,0.081249,0.974987
8  ,0.076857,0.976588
9  ,0.073045,0.977321
10 ,0.067547,0.979239
11 ,0.064134,0.979823
12 ,0.057516,0.981957
13 ,0.059449,0.981357
14 ,0.056307,0.982807
15 ,0.056125,0.982441
16 ,0.053085,0.983558
17 ,0.049787,0.984358
18 ,0.049277,0.984592
19 ,0.047137,0.984525
20 ,0.043149,0.986793
21 ,0.044477,0.985359
22 ,0.041114,0.986459
23 ,0.041330,0.986526
24 ,0.040775,0.986843
25 ,0.038764,0.987927
26 ,0.038252,0.987743
27 ,0.038637,0.986960
28 ,0.036730,0.987927
29 ,0.035282,0.988827
30 ,0.034896,0.988994
31 ,0.035821,0.988327
32 ,0.033557,0.989461
33 ,0.033467,0.989244
34 ,0.030439,0.990428
35 ,0.032664,0.989311
36 ,0.030005,0.990045
37 ,0.030882,0.990195
38 ,0.032455,0.989611
39 ,0.028454,0.990762
40 ,0.028298,0.990762
41 ,0.027505,0.990979
42 ,0.027799,0.990928
43 ,0.026059,0.991495
44 ,0.027119,0.991412
45 ,0.025843,0.991479
46 ,0.026740,0.991379
47 ,0.024632,0.991579
48 ,0.025374,0.991629
49 ,0.023913,0.992346
50 ,0.024213,0.991829
51 ,0.023928,0.991879
52 ,0.023342,0.992012
53 ,0.023644,0.992213
54 ,0.023875,0.992012
55 ,0.021735,0.993280
56 ,0.023137,0.992079
57 ,0.022285,0.992496
58 ,0.021499,0.992796
59 ,0.020813,0.993296
60 ,0.020820,0.992913
61 ,0.021195,0.992930
62 ,0.020318,0.993363
63 ,0.020209,0.993580
64 ,0.019776,0.993513
65 ,0.019303,0.993647
66 ,0.021530,0.992946
67 ,0.020064,0.993246
68 ,0.020109,0.993096
69 ,0.019555,0.993480
70 ,0.018080,0.994247
71 ,0.016962,0.994280
72 ,0.018704,0.993980
73 ,0.018425,0.993930
74 ,0.018167,0.993697
75 ,0.017035,0.994414
76 ,0.017209,0.994330
77 ,0.018218,0.993747
78 ,0.016764,0.994564
79 ,0.018424,0.994197
80 ,0.016538,0.994297
81 ,0.016364,0.994664
82 ,0.017160,0.994180
83 ,0.017416,0.994080
84 ,0.015244,0.994864
85 ,0.015350,0.994981
86 ,0.015603,0.994831
87 ,0.015070,0.994714
88 ,0.014897,0.995364
89 ,0.015838,0.994647
90 ,0.014444,0.995097
91 ,0.014545,0.995247
92 ,0.015811,0.994614
93 ,0.014569,0.995214
94 ,0.015434,0.994764
95 ,0.013973,0.995197
96 ,0.014303,0.995247
97 ,0.014238,0.995014
98 ,0.012759,0.995714
99 ,0.014270,0.994914
100,0.013532,0.995448
