1  ,1.262576,0.692347,0.577791,0.782953
2  ,0.583821,0.402375,0.817653,0.876703
3  ,0.406819,0.275943,0.873082,0.914463
4  ,0.318932,0.229908,0.901214,0.927985
5  ,0.275577,0.191460,0.914504,0.940805
6  ,0.242633,0.177906,0.925060,0.945813
7  ,0.225137,0.160342,0.931230,0.952324
8  ,0.204502,0.149187,0.937317,0.952724
9  ,0.189830,0.143678,0.941569,0.955128
10 ,0.174061,0.130276,0.947539,0.960537
11 ,0.164192,0.115010,0.949306,0.965144
12 ,0.156942,0.113307,0.951974,0.963942
13 ,0.151742,0.109863,0.952725,0.966046
14 ,0.142259,0.105603,0.956343,0.967748
15 ,0.140538,0.099619,0.956877,0.970853
16 ,0.132449,0.100857,0.959178,0.967949
17 ,0.125586,0.095974,0.960679,0.969551
18 ,0.121800,0.091600,0.961930,0.970853
19 ,0.118940,0.088002,0.962713,0.971655
20 ,0.113111,0.086915,0.965231,0.972556
21 ,0.112612,0.084575,0.964698,0.974860
22 ,0.106217,0.085257,0.966866,0.972556
23 ,0.106028,0.084122,0.966449,0.975260
24 ,0.101282,0.078278,0.968450,0.975761
25 ,0.100358,0.076324,0.968100,0.977464
26 ,0.098550,0.078637,0.969567,0.975561
27 ,0.095917,0.075750,0.969901,0.977063
28 ,0.096981,0.064853,0.970217,0.978165
29 ,0.089972,0.072844,0.971518,0.977664
30 ,0.090886,0.073711,0.972285,0.977965
31 ,0.087714,0.072062,0.972552,0.977664
32 ,0.086248,0.066051,0.973252,0.979868
33 ,0.084428,0.063646,0.973586,0.980669
34 ,0.082572,0.067741,0.974336,0.980869
35 ,0.082885,0.066170,0.973569,0.979667
36 ,0.081781,0.064981,0.974870,0.979167
37 ,0.078832,0.066892,0.975520,0.977865
38 ,0.077963,0.066869,0.975620,0.979367
39 ,0.076015,0.065179,0.975787,0.980569
40 ,0.075817,0.064001,0.975437,0.979868
41 ,0.072169,0.059571,0.977505,0.981571
42 ,0.071229,0.061832,0.976638,0.980268
43 ,0.072984,0.060669,0.976521,0.981871
44 ,0.070089,0.059431,0.977938,0.981470
45 ,0.071456,0.058303,0.977738,0.981170
46 ,0.068129,0.063089,0.978372,0.980869
47 ,0.065659,0.058729,0.979039,0.982071
48 ,0.064830,0.060189,0.979906,0.981270
49 ,0.067627,0.056471,0.979106,0.982672
50 ,0.063860,0.056228,0.980373,0.982372
51 ,0.063453,0.056814,0.979823,0.982873
52 ,0.062509,0.056939,0.980506,0.984275
53 ,0.060944,0.055995,0.980623,0.982071
54 ,0.061699,0.054872,0.980990,0.982572
55 ,0.061454,0.059766,0.980223,0.980970
56 ,0.059304,0.051827,0.981073,0.982672
57 ,0.062435,0.056670,0.980306,0.982272
58 ,0.061180,0.050571,0.979606,0.985377
59 ,0.056343,0.054370,0.982374,0.982772
60 ,0.057453,0.055427,0.982207,0.982171
61 ,0.056908,0.051645,0.981907,0.983173
62 ,0.057735,0.052360,0.981674,0.984776
63 ,0.056736,0.050645,0.981890,0.984475
64 ,0.054151,0.050387,0.983158,0.983674
65 ,0.054275,0.051402,0.983074,0.984075
66 ,0.053748,0.049149,0.982908,0.984675
67 ,0.053144,0.053194,0.982507,0.983373
68 ,0.052335,0.045924,0.983641,0.985176
69 ,0.053919,0.051472,0.983308,0.983874
70 ,0.051893,0.052010,0.983575,0.983373
71 ,0.050380,0.052181,0.984242,0.983474
72 ,0.049267,0.046438,0.984692,0.984275
73 ,0.049818,0.049571,0.984075,0.984375
74 ,0.049112,0.046153,0.984408,0.984175
75 ,0.049568,0.047565,0.983841,0.985176
76 ,0.047929,0.049876,0.984492,0.984876
77 ,0.047887,0.049169,0.984308,0.985276
78 ,0.047505,0.046596,0.984909,0.985276
79 ,0.046406,0.051023,0.985692,0.984075
80 ,0.046349,0.049203,0.985559,0.985176
81 ,0.046228,0.050178,0.985025,0.985877
82 ,0.047571,0.043336,0.984942,0.985978
83 ,0.045664,0.047216,0.985292,0.984776
84 ,0.045486,0.045953,0.985442,0.985276
85 ,0.046237,0.046218,0.985426,0.985978
86 ,0.044251,0.045959,0.985309,0.985978
87 ,0.042711,0.043488,0.986559,0.986579
88 ,0.044248,0.046675,0.986443,0.984675
89 ,0.043423,0.045632,0.986159,0.985076
90 ,0.043211,0.045101,0.986176,0.985877
91 ,0.042533,0.047442,0.986076,0.985076
92 ,0.042103,0.045624,0.986476,0.984075
93 ,0.043026,0.045411,0.986459,0.985677
94 ,0.042325,0.045050,0.986710,0.985577
95 ,0.043551,0.044355,0.986243,0.985677
96 ,0.040440,0.043672,0.987143,0.985677
97 ,0.042623,0.042574,0.986259,0.986679
98 ,0.037934,0.041161,0.987977,0.986779
99 ,0.040318,0.044605,0.987160,0.986278
100,0.039981,0.045600,0.987493,0.985577
