1  ,0.489253,0.843150
2  ,0.182365,0.943820
3  ,0.139607,0.957211
4  ,0.117214,0.963297
5  ,0.101439,0.968817
6  ,0.087979,0.972785
7  ,0.083157,0.974253
8  ,0.078342,0.975570
9  ,0.073901,0.976771
10 ,0.065926,0.979022
11 ,0.061927,0.979873
12 ,0.061180,0.980656
13 ,0.057062,0.981740
14 ,0.056488,0.982374
15 ,0.052750,0.982974
16 ,0.049890,0.983991
17 ,0.049057,0.984942
18 ,0.047428,0.984775
19 ,0.046045,0.985192
20 ,0.044936,0.985142
1  ,0.516128,0.834362
2  ,0.191061,0.941485
3  ,0.146465,0.955743
4  ,0.122798,0.962263
5  ,0.108649,0.967099
6  ,0.094037,0.970701
7  ,0.089434,0.971902
8  ,0.079623,0.975037
9  ,0.076952,0.976788
10 ,0.069984,0.978072
11 ,0.067860,0.978839
12 ,0.063293,0.980139
13 ,0.061210,0.980740
14 ,0.059377,0.980756
15 ,0.056212,0.982341
16 ,0.054341,0.982791
17 ,0.053489,0.983558
18 ,0.050102,0.984158
19 ,0.049875,0.984225
20 ,0.046295,0.985359
