1  ,1.489159,0.488744
2  ,0.724397,0.767993
3  ,0.493344,0.844534
4  ,0.390068,0.878102
5  ,0.328668,0.896211
6  ,0.277360,0.913454
7  ,0.251696,0.921441
8  ,0.228561,0.930480
9  ,0.209264,0.936549
10 ,0.196203,0.938617
11 ,0.182484,0.943753
12 ,0.171748,0.946872
13 ,0.166045,0.949073
14 ,0.156935,0.951074
15 ,0.148137,0.953675
16 ,0.140420,0.955960
17 ,0.135573,0.958244
18 ,0.132678,0.960095
19 ,0.126564,0.961179
20 ,0.123838,0.962046
21 ,0.116389,0.964098
22 ,0.117800,0.962947
23 ,0.112982,0.964848
24 ,0.108112,0.966432
25 ,0.107871,0.966699
26 ,0.104054,0.967749
27 ,0.099741,0.968817
28 ,0.096733,0.969834
29 ,0.095302,0.970334
30 ,0.091902,0.971568
31 ,0.090316,0.971852
32 ,0.089660,0.971485
33 ,0.085755,0.973402
34 ,0.083030,0.974170
35 ,0.083545,0.973769
36 ,0.081428,0.974170
37 ,0.078157,0.975504
38 ,0.075648,0.976754
39 ,0.076135,0.975420
40 ,0.072425,0.977154
41 ,0.072895,0.977271
42 ,0.069969,0.977338
43 ,0.070432,0.977771
44 ,0.069975,0.977405
45 ,0.065492,0.978922
46 ,0.067887,0.978805
47 ,0.066158,0.979372
48 ,0.061710,0.980506
49 ,0.061838,0.980906
50 ,0.062212,0.980790
51 ,0.059781,0.981040
52 ,0.062551,0.980006
53 ,0.057165,0.981874
54 ,0.056282,0.982107
55 ,0.055124,0.982574
56 ,0.055709,0.982257
57 ,0.055433,0.982491
58 ,0.053738,0.983441
59 ,0.053655,0.982674
60 ,0.051335,0.984142
