1  ,0.693848,0.768977
2  ,0.269824,0.916272
3  ,0.200921,0.937717
4  ,0.168535,0.947906
5  ,0.148314,0.954025
6  ,0.136658,0.957127
7  ,0.123053,0.961746
8  ,0.112674,0.964564
9  ,0.105804,0.966315
10 ,0.099483,0.968733
11 ,0.094648,0.969534
12 ,0.093885,0.970818
13 ,0.086655,0.972836
14 ,0.082666,0.973686
15 ,0.077700,0.975270
16 ,0.078719,0.974686
17 ,0.076203,0.976437
18 ,0.072178,0.977471
19 ,0.071996,0.977188
20 ,0.067913,0.9783221  ,0.638243,0.791372
2  ,0.260714,0.920524
3  ,0.187404,0.942086
4  ,0.163045,0.948839
5  ,0.139398,0.956727
6  ,0.125928,0.960462
7  ,0.118410,0.962580
8  ,0.108387,0.965648
9  ,0.100427,0.968567
10 ,0.095005,0.970101
11 ,0.091967,0.971085
12 ,0.085408,0.972135
13 ,0.080570,0.974420
14 ,0.081938,0.973986
15 ,0.073897,0.976404
16 ,0.074431,0.976638
17 ,0.072157,0.976821
18 ,0.066912,0.979039
19 ,0.068484,0.978355
20 ,0.067051,0.978739
