1  ,0.474375,0.167463,0.847952,0.945413
2  ,0.185819,0.125801,0.942553,0.959635
3  ,0.142644,0.090736,0.956077,0.970653
4  ,0.115109,0.084794,0.964131,0.974960
5  ,0.105279,0.072438,0.967283,0.977664
6  ,0.093202,0.075887,0.971318,0.975361
7  ,0.083915,0.057918,0.973553,0.982071
8  ,0.080646,0.062135,0.974753,0.981971
9  ,0.071424,0.072319,0.977438,0.976763
10 ,0.072361,0.056763,0.977371,0.982973
11 ,0.066198,0.058946,0.979339,0.981470
12 ,0.062054,0.055130,0.980340,0.983073
13 ,0.058994,0.044975,0.981023,0.985377
14 ,0.059243,0.044032,0.981707,0.985978
15 ,0.056493,0.048915,0.982474,0.985877
16 ,0.053219,0.046162,0.983058,0.985377
17 ,0.052496,0.047051,0.983575,0.985577
18 ,0.048288,0.048075,0.985225,0.986078
19 ,0.044454,0.043680,0.985842,0.985477
20 ,0.047032,0.047399,0.985125,0.984375
21 ,0.043030,0.045054,0.985709,0.985777
22 ,0.044748,0.043508,0.985859,0.984976
23 ,0.041448,0.041102,0.986976,0.987079
24 ,0.038847,0.043325,0.987343,0.985978
25 ,0.039303,0.047753,0.987327,0.985477
26 ,0.041257,0.040047,0.987343,0.986979
27 ,0.036936,0.038049,0.988227,0.987580
28 ,0.038330,0.041180,0.987827,0.986378
29 ,0.036633,0.043341,0.988661,0.986178
30 ,0.037127,0.038023,0.988160,0.987179
31 ,0.035404,0.039849,0.988344,0.987580
32 ,0.035251,0.038660,0.988611,0.987179
33 ,0.032968,0.036351,0.989344,0.988081
34 ,0.033919,0.036809,0.988744,0.987881
35 ,0.032003,0.038210,0.989661,0.987480
36 ,0.032119,0.035311,0.989228,0.988381
37 ,0.032928,0.035118,0.989628,0.988482
38 ,0.029938,0.035644,0.990528,0.987580
39 ,0.029473,0.036495,0.990362,0.988882
40 ,0.029957,0.033741,0.990328,0.988482
41 ,0.029151,0.038845,0.990478,0.988682
42 ,0.027795,0.034656,0.990928,0.988982
43 ,0.028305,0.034626,0.990678,0.989383
44 ,0.025985,0.039295,0.991462,0.986779
45 ,0.026932,0.039719,0.991312,0.987480
46 ,0.026757,0.035004,0.990695,0.988982
47 ,0.027252,0.037750,0.991429,0.987780
48 ,0.025559,0.036087,0.991329,0.988381
49 ,0.024576,0.035317,0.991979,0.989383
50 ,0.026441,0.033481,0.991545,0.988281
51 ,0.024524,0.031808,0.992346,0.990084
52 ,0.023634,0.035548,0.992196,0.988882
53 ,0.022564,0.033490,0.992596,0.989583
54 ,0.023906,0.034183,0.992062,0.988882
55 ,0.022882,0.037006,0.992596,0.988782
56 ,0.022954,0.033263,0.992363,0.990184
57 ,0.023094,0.033321,0.992446,0.989383
58 ,0.021694,0.032273,0.992646,0.990084
59 ,0.023722,0.036591,0.992246,0.989283
60 ,0.023677,0.028637,0.992779,0.990785
61 ,0.021082,0.036910,0.993230,0.989483
62 ,0.019190,0.035813,0.993747,0.988281
63 ,0.020449,0.032045,0.992896,0.990385
64 ,0.020568,0.038287,0.993146,0.987780
65 ,0.021162,0.034074,0.992963,0.988882
66 ,0.020412,0.034345,0.993413,0.988381
67 ,0.019388,0.036978,0.993680,0.989183
68 ,0.020209,0.035143,0.993213,0.988682
69 ,0.018154,0.033281,0.993897,0.989383
70 ,0.019737,0.037585,0.993680,0.988982
71 ,0.018762,0.037967,0.993597,0.987680
72 ,0.017786,0.036339,0.994047,0.988782
73 ,0.018054,0.030567,0.994064,0.989884
74 ,0.018675,0.030578,0.993747,0.989183
75 ,0.018567,0.031492,0.993863,0.989583
76 ,0.017698,0.036609,0.993930,0.989183
77 ,0.017762,0.040710,0.993830,0.988682
78 ,0.017684,0.032568,0.993997,0.990585
79 ,0.017104,0.035541,0.994297,0.990184
80 ,0.017304,0.036129,0.993863,0.988782
81 ,0.016716,0.032477,0.994580,0.989984
82 ,0.016468,0.033339,0.994347,0.989683
83 ,0.017542,0.037901,0.993997,0.988782
84 ,0.016850,0.033289,0.994297,0.990585
85 ,0.017226,0.036422,0.994347,0.989383
86 ,0.015928,0.030725,0.994447,0.990785
87 ,0.016219,0.030428,0.994597,0.990385
88 ,0.015742,0.032169,0.994881,0.991086
89 ,0.015164,0.033388,0.994831,0.991086
90 ,0.015609,0.034659,0.994480,0.989984
91 ,0.015211,0.028037,0.995147,0.989984
92 ,0.015954,0.031207,0.994881,0.990284
93 ,0.014776,0.037212,0.995214,0.989784
94 ,0.016633,0.034171,0.994414,0.989884
95 ,0.014356,0.031838,0.995214,0.989583
96 ,0.014694,0.037022,0.995247,0.989583
97 ,0.014783,0.030475,0.994897,0.990385
98 ,0.013349,0.034097,0.995114,0.988181
99 ,0.014523,0.034863,0.995231,0.988882
100,0.013970,0.038362,0.995364,0.988582
